     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3943500 3036500  1 11  6  -3.0 1015  35  3.2 4  2.7  87    0    0 213 -292  1
3943500 3036500  1 11  7  -3.4 1014  50  2.9 3  2.6  87    0    0 204 -290  1
3943500 3036500  1 11  8  -3.4 1014  38  3.2 6  2.6  87    0    0 210 -289  1
3943500 3036500  1 11  9  -2.4 1014  34  3.8 6  2.5  82    0    0 222 -288  1
3943500 3036500  1 11 10  -2.2 1014  39  4.2 6  2.5  79    0   24 226 -288  1
3943500 3036500  1 11 11  -1.4 1014  32  5.0 6  2.7  81   18   62 230 -290  1
3943500 3036500  1 11 12  -1.1 1013  25  5.6 6  2.9  85   31   81 236 -294  1
3943500 3036500  1 11 13  -0.9 1013  28  5.8 6  3.0  84    1   79 238 -299  1
3943500 3036500  1 11 14  -0.9 1012  18  5.8 7  2.9  83    0   40 245 -303  1
3943500 3036500  1 11 15  -1.0 1011  19  5.7 7  3.0  85    0   22 252 -304  1
3943500 3036500  1 11 16  -1.3 1011  11  5.9 8  3.1  89    0    8 259 -302  1
3943500 3036500  1 11 17  -1.2 1010  10  6.0 8  3.2  92    0    0 265 -299  1
3943500 3036500  1 11 18  -1.1 1009   5  6.2 8  3.2  92    0    0 267 -296  1
3943500 3036500  1 11 19  -1.1 1009   6  5.8 8  3.2  91    0    0 267 -294  1
3943500 3036500  1 11 20  -1.0 1009   1  5.6 8  3.2  92    0    0 268 -292  1
3943500 3036500  1 11 21  -1.1 1008 356  5.4 8  3.3  94    0    0 270 -291  1
3943500 3036500  1 11 22  -1.3 1008 351  5.0 8  3.3  96    0    0 268 -290  1
3943500 3036500  1 11 23  -1.0 1007 343  4.8 8  3.4  96    0    0 269 -289  1
3943500 3036500  1 11 24  -1.0 1007 348  4.3 8  3.4  96    0    0 268 -288  1
3943500 3036500  1 12  1  -1.0 1006 337  3.6 8  3.4  96    0    0 267 -288  1
3943500 3036500  1 12  2  -1.0 1005 350  3.3 8  3.4  97    0    0 265 -288  1
3943500 3036500  1 12  3  -0.9 1005 349  3.3 8  3.5  97    0    0 263 -287  1
3943500 3036500  1 12  4  -1.0 1005 331  2.7 8  3.4  97    0    0 262 -287  1
3943500 3036500  1 12  5  -1.0 1004 356  2.9 8  3.5  98    0    0 261 -286  1
3943500 3036500  1 12  6  -1.0 1004 356  2.4 8  3.5  98    0    0 261 -285  1
3943500 3036500  1 12  7  -1.0 1004   7  3.1 8  3.5  97    0    0 261 -284  1
3943500 3036500  1 12  8  -0.9 1004  34  2.9 8  3.5  97    0    0 259 -283  1
3943500 3036500  1 12  9  -0.9 1004 330  4.0 8  3.5  96    0    0 256 -281  1
3943500 3036500  1 12 10  -1.1 1004 356  2.8 8  3.4  96   15   23 254 -283  1
3943500 3036500  1 12 11  -0.7 1004 351  2.9 7  3.4  95    0   39 248 -289  1
